"","...1","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","fo_grupo","fs_grupo"
"642",642,648,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,0.8,NA,0.8,0.8,NA,0.8,NA,NA,NA,1,4
"643",643,649,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1
"644",644,650,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFc 23","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"645",645,651,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 97-2","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"646",646,652,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"647",647,653,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"648",648,654,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"649",649,655,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"650",650,656,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",2,2019-12-23,2020-03-22,"19/20",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"651",651,657,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"652",652,658,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"653",653,659,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"654",654,660,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Paisano","p",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"655",655,661,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"656",656,662,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","Imperador Vermelho","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"657",657,663,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"658",658,664,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",2,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"659",659,665,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"660",660,666,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"661",661,667,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"662",662,668,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"663",663,669,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Paisano","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"664",664,670,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"665",665,671,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"666",666,672,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",3,2019-12-23,2020-03-22,"19/20",0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"667",667,674,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"668",668,675,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Madrep<e9>rola","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"669",669,676,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"670",670,677,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"671",671,678,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1.5,NA,2,NA,2,NA,2,2,NA,2,1,4
"672",672,679,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",3,2019-12-23,2020-03-22,"19/20",2.5,2.5,8,8,NA,NA,NA,NA,NA,0.8,NA,0.8,NA,0.8,0.8,NA,0.8,NA,NA,NA,2,4
"673",673,680,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"674",674,681,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"675",675,682,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFc 23","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"676",676,683,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"677",677,684,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"678",678,685,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"679",679,686,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"680",680,687,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"681",681,688,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFp 119","p",3,2019-12-23,2020-03-22,"19/20",1.5,1.5,1.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"682",682,689,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"683",683,690,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","Imperador Vermelho","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"684",684,691,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Intr<e9>pido","p",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"685",685,692,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",3,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"686",686,693,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Quero-quero","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"687",687,694,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"688",688,695,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 97-2","chc",4,2019-12-23,2020-03-22,"19/20",3.5,3.5,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4
"689",689,696,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC Veloz","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,0.5,0.5,NA,0.5,NA,NA,NA,1,1
"690",690,697,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 1850","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"691",691,698,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"692",692,699,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"693",693,700,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFc 23","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"694",694,701,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","Imperador Vermelho","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"695",695,702,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",4,2019-12-23,2020-03-22,"19/20",2.5,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,2,2,NA,3,NA,NA,NA,NA,NA,1,4
"696",696,703,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 402","chc",4,2019-12-23,2020-03-22,"19/20",0.8,0.8,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"697",697,704,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,NA,2,NA,2,NA,2,2,NA,2,1,4
"698",698,705,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Paisano","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"699",699,706,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IAC 1849","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"700",700,707,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"701",701,708,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Urutau","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"702",702,709,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FC 104","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"703",703,710,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Sabi<e1>","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"704",704,711,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","ANFp 119","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"705",705,712,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Intr<e9>pido","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"706",706,713,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"707",707,714,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"708",708,715,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"709",709,716,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"710",710,717,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"711",711,718,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","SCS 205 Riqueza","chc",4,2019-12-23,2020-03-22,"19/20",0.8,0.8,0.8,0.8,NA,NA,NA,NA,NA,0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"712",712,719,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"713",713,720,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Madrep<e9>rola","chc",4,2019-12-23,2020-03-22,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"714",714,721,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 9","chc",1,2013-12-18,2014-03-18,"13/14",0.1,NA,0.1,0.1,0.1,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"715",715,722,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","Bola Cheia","chc",1,2013-12-18,2014-03-18,"13/14",0.2,NA,0.2,0.2,0.6,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"716",716,723,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",1,2013-12-18,2014-03-18,"13/14",0.2,NA,0.2,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"717",717,724,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",1,2014-12-15,2015-03-15,"14/15",0.4,0.6,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"718",718,725,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","ch",1,2014-12-15,2015-03-15,"14/15",0.2,0.8,NA,3,NA,NA,NA,NA,NA,0.2,0.2,NA,1,1,1,NA,NA,NA,NA,NA,1,1
"719",719,726,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,7.4,NA,NA,NA,NA,NA,0.2,NA,0.4,0.6,0.6,NA,NA,NA,NA,NA,NA,1,1
"720",720,727,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","C10-2-16/8","chc",2,2014-12-15,2015-03-15,"14/15",0.2,0.4,NA,2.6,NA,NA,NA,NA,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"721",721,728,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Ametista","chc",2,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"722",722,729,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",3,2014-12-15,2015-03-15,"14/15",0.2,0.8,NA,5.8,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"723",723,730,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2014-12-15,2015-03-15,"14/15",0.2,1,NA,2.4,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"724",724,731,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","ch",3,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,2.4,NA,NA,NA,NA,NA,0.2,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"725",725,732,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",4,2014-12-15,2015-03-15,"14/15",0.2,2,NA,9.2,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"726",726,733,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2014-12-15,2015-03-15,"14/15",0.4,0.6,NA,5.2,NA,NA,NA,NA,NA,0.4,0.4,NA,1.8,1.8,2,NA,NA,NA,NA,NA,1,1
"727",727,734,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR 139","chc",4,2014-12-15,2015-03-15,"14/15",0.6,1,NA,3.4,NA,NA,NA,NA,NA,0.2,0.2,NA,1.6,NA,NA,NA,NA,NA,NA,NA,1,1
"728",728,735,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,2014-12-15,2015-03-15,"14/15",0.2,0.2,NA,2,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,0.6,NA,NA,NA,NA,NA,NA,3,1
"729",729,736,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",4,2014-12-15,2015-03-15,"14/15",0.4,0.4,NA,0.6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"730",730,737,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 110","p",1,2015-12-14,2016-03-13,"15/16",0.5,1.6,3.2,NA,NA,NA,NA,NA,NA,0.4,1.4,2.8,2.8,2.8,2.8,2.8,5,NA,NA,NA,1,4
"731",731,738,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",1,2015-12-14,2016-03-13,"15/16",1.5,4.6,4.8,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.8,NA,NA,NA,NA,NA,2,1
"732",732,739,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Sublime","chc",1,2015-12-14,2016-03-13,"15/16",0.4,1.2,1.8,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,2.4,NA,NA,NA,NA,NA,NA,1,1
"733",733,740,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP-F3-2","chc",1,2015-12-14,2016-03-13,"15/16",0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,2,2.4,2.8,2.8,2.8,2.8,2.8,5.8,NA,NA,NA,3,4
"734",734,741,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2015-12-14,2016-03-13,"15/16",0.5,1.2,1.2,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.4,0.4,0.4,0.4,1.4,NA,NA,NA,1,1
"735",735,742,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2015-12-14,2016-03-13,"15/16",0.6,2,2,NA,NA,NA,NA,NA,NA,0.4,1,1.2,1.2,1.2,1.2,1.2,2,NA,NA,NA,1,1
"736",736,743,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Gar<e7>a","b",1,2015-12-14,2016-03-13,"15/16",0.2,0.8,0.8,NA,NA,NA,NA,NA,NA,1.4,3.6,7,7.4,7.4,7.4,8.5,9.4,NA,NA,NA,3,2
