"","...1","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","fo_grupo","fs_grupo"
"1137",1137,1144,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1138",1138,1145,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",3,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1139",1139,1146,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",1,2016-12-22,2017-03-22,"16/17",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1140",1140,1147,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",3,2016-12-22,2017-03-22,"16/17",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1141",1141,1148,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",4,2016-12-22,2017-03-22,"16/17",2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1142",1142,1149,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",2,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1143",1143,1150,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Flor Diniz","chc",1,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1144",1144,1151,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS205 Riqueza","chc",3,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1145",1145,1152,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS205 Riqueza","chc",4,2016-12-22,2017-03-22,"16/17",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1146",1146,1153,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS205 Riqueza","chc",1,2016-12-22,2017-03-22,"16/17",1,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1147",1147,1154,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS205 Riqueza","chc",2,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1148",1148,1155,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS204 Predileto","p",1,2016-12-22,2017-03-22,"16/17",0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1149",1149,1156,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS204 Predileto","p",2,2016-12-22,2017-03-22,"16/17",2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1150",1150,1157,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS204 Predileto","p",4,2016-12-22,2017-03-22,"16/17",1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1151",1151,1158,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS204 Predileto","p",3,2016-12-22,2017-03-22,"16/17",2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1152",1152,1159,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 11","chc",1,2013-12-16,2014-03-16,"13/14",0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.6,NA,NA,NA,NA,NA,NA,3,1
"1153",1153,1160,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",1,2013-12-16,2014-03-16,"13/14",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,3,1
"1154",1154,1161,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 11","chc",1,2013-12-18,2014-03-18,"13/14",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1155",1155,1162,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRS Campeiro","p",1,2013-12-24,2014-03-24,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1156",1156,1163,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",1,2013-12-18,2014-03-18,"13/14",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1157",1157,1164,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",1,2013-12-18,2014-03-18,"13/14",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.1,NA,0.2,NA,NA,NA,NA,NA,NA,3,1
"1158",1158,1165,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Majestoso","chc",1,2013-12-18,2014-03-18,"13/14",0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1159",1159,1166,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Realce","ra",1,2013-12-18,2014-03-18,"13/14",0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1160",1160,1167,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IAC Mil<ea>nio","chc",1,2013-12-18,2014-03-18,"13/14",0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1161",1161,1168,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Bem-te-vi","chc",1,2013-12-18,2014-03-18,"13/14",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1162",1162,1169,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Juriti","chc",1,2013-12-18,2014-03-18,"13/14",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1163",1163,1170,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",1,2013-12-18,2014-03-18,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1164",1164,1171,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",1,2013-12-18,2014-03-18,"13/14",0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1165",1165,1172,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA Dama","chc",1,2013-12-18,2014-03-18,"13/14",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1166",1166,1173,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA LBA05","chc",1,2013-12-18,2014-03-18,"13/14",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1167",1167,1174,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",2,2013-12-18,2014-03-18,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1168",1168,1175,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA Gol","chc",2,2013-12-18,2014-03-18,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1169",1169,1176,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Realce","ra",2,2013-12-18,2014-03-18,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1170",1170,1177,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IAC Mil<ea>nio","chc",2,2013-12-18,2014-03-18,"13/14",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,3,1
"1171",1171,1178,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",2,2013-12-18,2014-03-18,"13/14",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1172",1172,1179,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Majestoso","chc",3,2013-12-18,2014-03-18,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1173",1173,1180,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 5","chc",3,2013-12-18,2014-03-18,"13/14",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1174",1174,1181,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",3,2013-12-18,2014-03-18,"13/14",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1175",1175,1182,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Juriti","chc",3,2013-12-18,2014-03-18,"13/14",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1176",1176,1183,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 11","chc",3,2013-12-18,2014-03-18,"13/14",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1177",1177,1184,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Tangar<e1>","chc",4,2013-12-18,2014-03-18,"13/14",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1178",1178,1185,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Majestoso","chc",4,2013-12-18,2014-03-18,"13/14",0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"1179",1179,1186,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","ANFc 11","chc",4,2013-12-18,2014-03-18,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1180",1180,1187,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",4,2013-12-18,2014-03-18,"13/14",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1181",1181,1188,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",4,2013-12-18,2014-03-18,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1182",1182,1189,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Tuiui<fa>","p",4,2013-12-18,2014-03-18,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1183",1183,1190,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRS Esteio","p",4,2013-12-18,2014-03-18,"13/14",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1184",1184,1191,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","49/61-1/2","chc",1,2014-12-16,2015-03-16,"14/15",0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1185",1185,1192,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","ANFc 9","chc",1,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,3,1
"1186",1186,1193,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","Bola Cheia","chc",1,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,3,1
"1187",1187,1194,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Esteio","p",1,2014-12-16,2015-03-16,"14/15",0.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1188",1188,1195,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Estilo","chc",1,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,3,1
"1189",1189,1196,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Madrep<e9>rola","chc",1,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,3,1
"1190",1190,1197,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRSMG Majestoso","chc",1,2014-12-16,2015-03-16,"14/15",0.2,0.6,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1191",1191,1198,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","C10-2-4/41","chc",1,2014-12-16,2015-03-16,"14/15",0.2,0.3,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,3,1
"1192",1192,1199,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","FAP F3RC2-2","chc",1,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,3,1
"1193",1193,1200,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IAC Mil<ea>nio","ch",1,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,3,1
"1194",1194,1201,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Bem-te-vi","chc",1,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,3,1
"1195",1195,1202,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Quero-quero","chc",1,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1196",1196,1203,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Tuiui<fa>","p",1,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1197",1197,1204,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","TAA Dama","chc",1,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,3,1
"1198",1198,1205,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","TAA LBA05","chc",1,2014-12-16,2015-03-16,"14/15",0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1199",1199,1206,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","UEM Flor Diniz","chc",1,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,3,1
"1200",1200,1207,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","C10-2-16/8","chc",2,2014-12-16,2015-03-16,"14/15",0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1201",1201,1208,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","Sele<e7><e3>o IV","chc",2,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1202",1202,1209,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","FAP-F3-2","chc",2,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,4
"1203",1203,1210,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","45/57-7-3-1/4","chc",2,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1204",1204,1211,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Ametista","chc",2,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1205",1205,1212,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Tuiui<fa>","p",2,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,3,1
"1206",1206,1213,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Madrep<e9>rola","chc",2,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1207",1207,1214,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Quero-quero","chc",2,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1208",1208,1215,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Estilo","chc",2,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,3,1
"1209",1209,1216,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","Bola Cheia","chc",2,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,4
"1210",1210,1217,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Uirapuru","p",2,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,4
"1211",1211,1218,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","UEM Flor Diniz","chc",2,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,3,1
"1212",1212,1219,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Quero-quero","chc",3,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1213",1213,1220,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Esteio","p",3,2014-12-16,2015-03-16,"14/15",0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"1214",1214,1221,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Bem-te-vi","chc",3,2014-12-16,2015-03-16,"14/15",0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
"1215",1215,1222,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IAC Imperador","chc",3,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1216",1216,1223,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","C10-2-16/8","chc",3,2014-12-16,2015-03-16,"14/15",0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1217",1217,1224,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","Sele<e7><e3>o IV","chc",3,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,1,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,3,4
"1218",1218,1225,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","FAP-F3-2","chc",3,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,4
"1219",1219,1226,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IAC Mil<ea>nio","ch",3,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,3,1
"1220",1220,1227,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Estilo","chc",3,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,1.5,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,4
"1221",1221,1228,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","C10-2-4/41","chc",3,2014-12-16,2015-03-16,"14/15",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,3,1
"1222",1222,1229,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Juriti","chc",3,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1223",1223,1230,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Madrep<e9>rola","chc",3,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,3,1
"1224",1224,1231,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","FAP-F3-2","chc",4,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,3,4
"1225",1225,1232,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","IPR Tuiui<fa>","p",4,2014-12-16,2015-03-16,"14/15",0.1,0.1,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,3,1
"1226",1226,1233,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","BRS Estilo","chc",4,2014-12-16,2015-03-16,"14/15",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,4
"1227",1227,1234,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","UEM Flor Diniz","chc",4,2014-12-16,2015-03-16,"14/15",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4
