"","...1","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","Media_FO","Mediana_FO","Desvio_FO","Cv_FO","Nao_Nulos_Fo","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","Media_FS","Mediana_FS","Desvio_FS","Cv_FS","Nao_Nulos_Fs"
"1046",712,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Intr<e9>pido","p",4,2019-12-23,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,5
"1047",713,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS Estilo","chc",4,2019-12-23,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,5
"1048",714,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Curi<f3>","chc",4,2019-12-23,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,5
"1049",715,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRS FP 403","p",4,2019-12-23,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,5
"1050",716,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Campos Gerais","chc",4,2019-12-23,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,5
"1051",717,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","SCS 204 Predileto","p",4,2019-12-23,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,5
"1052",719,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","IPR Uirapuru","p",4,2019-12-23,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,5
"1053",720,"Castro_CDECastro_19/20_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Madrep<e9>rola","chc",4,2019-12-23,"19/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,0,NA,5
"1054",235,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",1,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1055",238,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1056",239,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",1,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1057",241,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Paisano","p",1,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,1,NA,1,NA,1,5,NA,NA,NA,NA,2,1,2,100,4
"1058",243,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1849","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,2,NA,NA,NA,NA,0.5,0,1,200,4
"1059",244,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1850","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1060",246,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Veloz","p",1,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1061",247,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1062",248,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1063",249,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1064",251,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1065",252,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1066",253,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1067",254,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",1,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1068",256,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",1,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1069",257,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",1,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1070",258,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1071",259,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",1,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1072",260,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,1,NA,1,NA,1,2,NA,NA,NA,NA,1.25,1,0.5,40,4
"1073",261,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1074",264,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,1,NA,2,NA,3,5,NA,NA,NA,NA,2.75,2.5,1.70782512765993,62.1027319149066,4
"1075",265,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",2,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1076",268,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Curi<f3>","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,10,NA,NA,NA,NA,10,10,NA,NA,1,NA,0,NA,0,NA,3,5,NA,NA,NA,NA,2,1.5,2.44948974278318,122.474487139159,4
"1077",269,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1078",270,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1079",272,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",2,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,NA,1,3,NA,NA,NA,NA,1.5,1,1,66.6666666666667,4
"1080",273,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 23","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,1,NA,2,NA,2,NA,3,3,NA,NA,NA,2.2,2,0.836660026534076,38.0300012060943,5
"1081",274,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 97-2","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1082",275,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",2,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1083",276,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Veloz","p",2,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1084",278,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1849","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1085",279,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",2,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1086",280,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",2,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1087",282,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1850","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1088",285,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,7,NA,NA,NA,NA,7,7,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1089",286,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",2,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1090",287,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",2,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1091",288,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",3,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,2,NA,NA,NA,NA,0.5,0,1,200,4
"1092",290,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1093",291,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",3,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1094",292,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Paisano","p",3,2020-01-08,"19/20",NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,1,NA,0,NA,0,NA,0,2,NA,NA,NA,NA,0.5,0,1,200,4
"1095",293,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Veloz","p",3,2020-01-08,"19/20",NA,NA,NA,NA,10,NA,NA,NA,NA,10,10,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1096",294,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1849","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1097",296,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 97-2","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1098",299,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1099",300,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1100",302,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1101",303,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 104","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1102",304,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1103",306,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1104",307,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",3,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1105",308,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,1,1,0,0,4
"1106",310,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1107",312,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",3,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1108",313,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",3,2020-01-08,"19/20",NA,NA,NA,NA,10,NA,NA,NA,NA,10,10,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1109",314,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Intr<e9>pido","p",3,2020-01-08,"19/20",NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,1,NA,0,NA,0,NA,3,3,NA,NA,NA,NA,1.5,1.5,1.73205080756888,115.470053837925,4
"1110",316,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1111",317,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1112",321,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1113",322,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",4,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,2,3,NA,NA,NA,NA,1.25,1,1.5,120,4
"1114",324,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","Imperador Vermelho","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,10,NA,NA,NA,NA,10,10,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1115",325,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,2020-01-08,"19/20",NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1116",326,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1117",328,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Paisano","p",4,2020-01-08,"19/20",NA,NA,NA,NA,7,NA,NA,NA,NA,7,7,NA,NA,1,NA,1,NA,1,NA,2,3,NA,NA,NA,NA,1.75,1.5,0.957427107756338,54.7101204432193,4
"1118",329,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC 1849","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,10,NA,NA,NA,NA,10,10,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1119",331,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Urutau","p",4,2020-01-08,"19/20",NA,NA,NA,NA,7,NA,NA,NA,NA,7,7,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1120",333,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Sabi<e1>","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1121",334,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFp 119","p",4,2020-01-08,"19/20",NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,NA,NA,1,NA,0,NA,0,NA,0,2,NA,NA,NA,NA,0.5,0,1,200,4
"1122",335,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Intr<e9>pido","p",4,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,2,NA,NA,NA,NA,0.5,0,1,200,4
"1123",336,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,2,3,NA,NA,NA,NA,1.25,1,1.5,120,4
"1124",337,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Curi<f3>","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,7,NA,NA,NA,NA,7,7,NA,NA,1,NA,0,NA,0,NA,1,1,NA,NA,NA,NA,0.5,0.5,0.577350269189626,115.470053837925,4
"1125",338,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FP 403","p",4,2020-01-08,"19/20",NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA,0,NA,0,NA,1,1,NA,NA,NA,NA,0.5,0.5,0.577350269189626,115.470053837925,4
"1126",339,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1127",340,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 204 Predileto","p",4,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1128",341,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","SCS 205 Riqueza","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,1,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,NA,4
"1129",343,"Arapoti_CDEArapoti_19/20_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Madrep<e9>rola","chc",4,2020-01-08,"19/20",NA,NA,NA,NA,7,NA,NA,NA,NA,7,7,NA,NA,1,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,0.25,0,0.5,200,4
"1130",1043,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",1,2016-12-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1131",1044,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",2,2016-12-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1132",1049,"Arapoti_CDEArapoti_16/17_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",1,2016-12-22,"16/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,1.2,1.2,1.4,NA,NA,NA,NA,NA,NA,NA,1.1,1.2,0.346410161513775,31.4918328648887,4
