"","index","id_ensaio","Local","cidade","estado","fungicida","irrigacao","genotipo","tipo_de_grao","repeticao","data_semeadura","data_colheita","safra","FO1","FO2","FO3","FO4","FO5","FO6","FO7","FO8","FO9","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11"
"775",782,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",4,2015-12-14,2016-03-13,"15/16",0.8,1,1,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.6,NA,NA,NA,NA,NA
"776",783,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",1,2013-12-16,2014-03-16,"13/14",0.2,NA,0.6,0.8,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.4,NA,0.4,NA,NA,NA,NA
"777",784,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2013-12-16,2014-03-16,"13/14",0.6,NA,0.8,1,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"778",785,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",1,2013-12-16,2014-03-16,"13/14",0.8,NA,1.2,1.6,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.4,NA,NA,NA,NA,NA,NA
"779",786,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Imperador","chc",1,2013-12-16,2014-03-16,"13/14",0.4,NA,0.8,1,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"780",787,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",1,2013-12-16,2014-03-16,"13/14",0.4,NA,0.6,0.6,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"781",788,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",1,2013-12-16,2014-03-16,"13/14",0.4,NA,0.6,0.8,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"782",789,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2013-12-16,2014-03-16,"13/14",0.4,NA,0.8,0.8,NA,NA,NA,NA,NA,0.4,NA,0.8,NA,1.2,NA,1.4,NA,NA,NA,NA
"783",790,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",2,2013-12-16,2014-03-16,"13/14",0.2,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA
"784",791,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",2,2013-12-16,2014-03-16,"13/14",0.2,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA
"785",792,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",2,2013-12-16,2014-03-16,"13/14",0.4,NA,0.8,0.8,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"786",793,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.6,0.6,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA
"787",794,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Ametista","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788",795,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 5","chc",3,2013-12-16,2014-03-16,"13/14",0.6,NA,0.6,0.6,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.6,NA,0.8,NA,NA,NA,NA
"789",796,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tangar<e1>","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"790",797,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Campeiro","p",3,2013-12-16,2014-03-16,"13/14",0.2,NA,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791",798,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2013-12-16,2014-03-16,"13/14",0.4,NA,0.6,0.6,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA
"792",799,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Juriti","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"793",800,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",3,2013-12-16,2014-03-16,"13/14",0.2,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794",801,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",4,2013-12-16,2014-03-16,"13/14",0.6,NA,1,1,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA
"795",802,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2013-12-16,2014-03-16,"13/14",0.4,NA,0.8,0.8,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"796",803,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",4,2013-12-16,2014-03-16,"13/14",0.8,NA,1,1,NA,NA,NA,NA,NA,0.4,NA,0.4,NA,0.6,NA,0.6,NA,NA,NA,NA
"797",804,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",4,2013-12-16,2014-03-16,"13/14",0.2,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.4,NA,0.4,NA,0.4,NA,NA,NA,NA
"798",805,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Ametista","chc",4,2013-12-16,2014-03-16,"13/14",0.4,NA,0.4,0.4,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA
"799",806,"Arapoti_CDEArapoti_13/14_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Imperador","chc",4,2013-12-16,2014-03-16,"13/14",0.2,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2,NA,0.2,NA,0.2,NA,0.2,NA,NA,NA,NA
"800",807,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2014-12-15,2015-03-15,"14/15",0.2,NA,2.6,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"801",808,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",1,2014-12-15,2015-03-15,"14/15",1,NA,8.4,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"802",809,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",1,2014-12-15,2015-03-15,"14/15",1.4,NA,4.8,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"803",810,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP F3RC2-2","chc",1,2014-12-15,2015-03-15,"14/15",0.2,NA,0.8,NA,NA,NA,NA,NA,NA,1.4,1.8,NA,2.8,2.8,2.8,NA,NA,NA,NA,NA
"804",811,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",1,2014-12-15,2015-03-15,"14/15",0.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",812,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM  Awauna","p",2,2014-12-15,2015-03-15,"14/15",0.2,NA,5.8,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,1,NA,NA,NA,NA,NA,NA,NA
"806",813,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",2,2014-12-15,2015-03-15,"14/15",0.2,NA,6.8,NA,NA,NA,NA,NA,NA,0.6,0.6,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"807",814,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Sele<e7><e3>o IV","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,7.8,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"808",815,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Gol","chc",2,2014-12-15,2015-03-15,"14/15",0.6,NA,8.8,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"809",816,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,3.2,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,2.2,NA,NA,NA,NA,NA,NA,NA
"810",817,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",818,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,7.2,NA,NA,NA,NA,NA,NA,0.8,0.8,NA,1.6,NA,NA,NA,NA,NA,NA,NA
"812",819,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","FAP F3RC2-2","chc",2,2014-12-15,2015-03-15,"14/15",0.2,NA,1.4,NA,NA,NA,NA,NA,NA,1.8,2.6,NA,3,3.2,NA,NA,NA,NA,NA,NA
"813",820,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",2,2014-12-15,2015-03-15,"14/15",0.4,NA,5.8,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"814",821,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,2014-12-15,2015-03-15,"14/15",0.8,NA,5.2,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,0.6,NA,NA,NA,NA,NA,NA,NA
"815",822,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",3,2014-12-15,2015-03-15,"14/15",0.2,NA,1.6,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",823,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA05","chc",3,2014-12-15,2015-03-15,"14/15",0.2,NA,1,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",824,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",3,2014-12-15,2015-03-15,"14/15",0.2,NA,2,NA,NA,NA,NA,NA,NA,1.2,1.2,NA,2.2,2.6,NA,NA,NA,NA,NA,NA
"818",825,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Juriti","chc",3,2014-12-15,2015-03-15,"14/15",0.2,NA,0.8,NA,NA,NA,NA,NA,NA,0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"819",826,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",3,2014-12-15,2015-03-15,"14/15",0.2,NA,7.2,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"820",827,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Madrep<e9>rola","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,7.4,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",828,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,1.8,NA,NA,NA,NA,NA,NA,0.2,NA,0.8,1,NA,NA,NA,NA,NA,NA,NA
"822",829,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Majestoso","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,3.6,NA,NA,NA,NA,NA,NA,0.2,0.6,NA,0.4,NA,NA,NA,NA,NA,NA,NA
"823",830,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","C10-2-4/41","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,4,NA,NA,NA,NA,NA,NA,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",831,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2014-12-15,2015-03-15,"14/15",0.2,NA,1.8,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",832,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","ANFc 9","chc",4,2014-12-15,2015-03-15,"14/15",0.8,NA,2.4,NA,NA,NA,NA,NA,NA,0.2,0.2,NA,0.8,NA,NA,NA,NA,NA,NA,NA
"826",833,"Arapoti_CDEArapoti_14/15_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",4,2014-12-15,2015-03-15,"14/15",0.2,NA,1.6,NA,NA,NA,NA,NA,NA,0.4,0.4,NA,1.8,2,NA,NA,NA,NA,NA,NA
"827",834,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","49/61-1/2","chc",3,2014-12-16,2015-03-16,"14/15",0.1,0.2,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",835,"Castro_CDE Castro_14/15_nao_com","CDE Castro","Castro","PR","com","nao","TAA LBA05","chc",3,2014-12-16,2015-03-16,"14/15",0.1,0.2,NA,0.6,0.6,NA,NA,NA,NA,0.1,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA
"829",836,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",1,2015-12-14,2016-03-13,"15/16",0.2,1,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,0.6,0.8,0.8,1.6,NA,NA,NA,NA,NA
"830",837,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",1,2015-12-14,2016-03-13,"15/16",0.2,0.8,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.8,NA,NA,NA
"831",838,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",1,2015-12-14,2016-03-13,"15/16",0.3,0.8,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.6,0.6,3,NA,NA,NA,NA,NA
"832",839,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",1,2015-12-14,2016-03-13,"15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",840,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",1,2015-12-14,2016-03-13,"15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",841,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",1,2015-12-14,2016-03-13,"15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.4,0.4,0.4,0.4,0.4,5.4,NA,NA,NA
"835",842,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Uirapuru","p",1,2015-12-14,2016-03-13,"15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,2.4,2.8,6.4,6.4,6.4,6.4,6.4,7.8,NA,NA,NA
"836",843,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",1,2015-12-14,2016-03-13,"15/16",0.3,0.3,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",844,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",2,2015-12-14,2016-03-13,"15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838",845,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",2,2015-12-14,2016-03-13,"15/16",0.4,1.2,NA,NA,NA,NA,NA,NA,NA,0.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",846,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",2,2015-12-14,2016-03-13,"15/16",0.3,0.6,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",847,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",2,2015-12-14,2016-03-13,"15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,2.5,NA,NA,NA,NA,NA
"841",848,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",2,2015-12-14,2016-03-13,"15/16",0.8,0.8,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",849,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","Bola Cheia","chc",2,2015-12-14,2016-03-13,"15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8,NA,NA,NA
"843",850,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","45/57-7-3-1/4","chc",2,2015-12-14,2016-03-13,"15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",851,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Bem-te-vi","chc",3,2015-12-14,2016-03-13,"15/16",0.6,1.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,2.8,NA,NA,NA,NA,NA,NA
"845",852,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",3,2015-12-14,2016-03-13,"15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.2,NA,NA,NA
"846",853,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esplendor","p",3,2015-12-14,2016-03-13,"15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,5.2,5.6,5.6,5.6,5.6,5.6,5.6,9.2,NA,NA,NA
"847",854,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",3,2015-12-14,2016-03-13,"15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",855,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA08","chc",3,2015-12-14,2016-03-13,"15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",856,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Campos Gerais","chc",3,2015-12-14,2016-03-13,"15/16",1,1.6,NA,NA,NA,NA,NA,NA,NA,0.8,1,1,1,1,1,1,2.8,NA,NA,NA
"850",857,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",3,2015-12-14,2016-03-13,"15/16",0.2,0.4,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",858,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",3,2015-12-14,2016-03-13,"15/16",0.8,0.8,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.4,0.4,0.4,0.4,0.4,5,NA,NA,NA
"852",859,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Tuiui<fa>","p",3,2015-12-14,2016-03-13,"15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.4,0.4,0.6,0.6,0.6,0.6,0.6,5.2,NA,NA,NA
"853",860,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",3,2015-12-14,2016-03-13,"15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,1,1.6,4.6,4.6,4.6,4.6,4.6,7.4,NA,NA,NA
"854",861,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS FC 402","chc",4,2015-12-14,2016-03-13,"15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA
"855",862,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRSMG Realce","ra",4,2015-12-14,2016-03-13,"15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,1.6,1.6,1.6,1.6,2.8,7,NA,NA,NA
"856",863,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Esteio","p",4,2015-12-14,2016-03-13,"15/16",0.6,0.6,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.8,NA,NA,NA
"857",864,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA LBA09","chc",4,2015-12-14,2016-03-13,"15/16",0.2,0.4,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858",865,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","UEM Awauna","p",4,2015-12-14,2016-03-13,"15/16",0.8,1.8,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,0.8,0.8,2.8,NA,NA,NA,NA,NA
"859",866,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Quero-quero","chc",4,2015-12-14,2016-03-13,"15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860",867,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IPR Nhambu","p",4,2015-12-14,2016-03-13,"15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,5.4,5.8,6.4,6.4,6.4,6.4,6.4,7.6,NA,NA,NA
"861",868,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","IAC Mil<ea>nio","chc",4,2015-12-14,2016-03-13,"15/16",0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.6,0.6,0.8,1,2.6,NA,NA,NA,NA,NA
"862",869,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","49/61-1/2","chc",4,2015-12-14,2016-03-13,"15/16",0.2,0.6,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,0.8,0.8,2.4,NA,NA,NA,NA,NA
"863",870,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","BRS Estilo","chc",4,2015-12-14,2016-03-13,"15/16",0.4,1,NA,NA,NA,NA,NA,NA,NA,0.6,0.6,0.6,0.8,3.2,NA,NA,NA,NA,NA,NA
"864",871,"Arapoti_CDEArapoti_15/16_nao_com","CDEArapoti","Arapoti","PR","com","nao","TAA Dama","chc",4,2015-12-14,2016-03-13,"15/16",0.4,0.4,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865",872,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","IPR Andorinha","chc",2,2013-12-18,2014-03-18,"13/14",0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,0.1,NA,0.2,0.2,0.2,0.2,NA,NA,NA,NA,NA
"866",873,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","TAA Gol","chc",3,2013-12-18,2014-03-18,"13/14",0.2,0.2,0.2,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",874,"Castro_CDECastro_13/14_nao_com","CDECastro","Castro","PR","com","nao","BRSMG Realce","ra",4,2013-12-18,2014-03-18,"13/14",0.1,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
